FMQ,PT,FMQ_PT,FMQCAT,,,
Malignancy,Neuroendocrine tumour of the lung metastatic,Malignancy-Neuroendocrine tumour of the lung metastatic,Narrow,,,
Malignancy,Nodal marginal zone B-cell lymphoma,Malignancy-Nodal marginal zone B-cell lymphoma,Narrow,,,
Malignancy,Nodal marginal zone B-cell lymphoma recurrent,Malignancy-Nodal marginal zone B-cell lymphoma recurrent,Narrow,,,
Malignancy,Nodal marginal zone B-cell lymphoma refractory,Malignancy-Nodal marginal zone B-cell lymphoma refractory,Narrow,,,
Malignancy,Nodal marginal zone B-cell lymphoma stage I,Malignancy-Nodal marginal zone B-cell lymphoma stage I,Narrow,,,
Malignancy,Nodal marginal zone B-cell lymphoma stage II,Malignancy-Nodal marginal zone B-cell lymphoma stage II,Narrow,,,
Malignancy,Nodal marginal zone B-cell lymphoma stage III,Malignancy-Nodal marginal zone B-cell lymphoma stage III,Narrow,,,
Malignancy,Nodal marginal zone B-cell lymphoma stage IV,Malignancy-Nodal marginal zone B-cell lymphoma stage IV,Narrow,,,
Malignancy,Nodular lymphocyte predominant Hodgkin lymphoma,Malignancy-Nodular lymphocyte predominant Hodgkin lymphoma,Narrow,,,
Malignancy,Nongerminomatous germ cell tumour of the CNS,Malignancy-Nongerminomatous germ cell tumour of the CNS,Narrow,,,
Malignancy,Non-Hodgkin's lymphoma,Malignancy-Non-Hodgkin's lymphoma,Narrow,,,
Malignancy,Non-Hodgkin's lymphoma metastatic,Malignancy-Non-Hodgkin's lymphoma metastatic,Narrow,,,
Malignancy,Non-Hodgkin's lymphoma recurrent,Malignancy-Non-Hodgkin's lymphoma recurrent,Narrow,,,
Malignancy,Non-Hodgkin's lymphoma refractory,Malignancy-Non-Hodgkin's lymphoma refractory,Narrow,,,
Malignancy,Non-Hodgkin's lymphoma stage I,Malignancy-Non-Hodgkin's lymphoma stage I,Narrow,,,
Malignancy,Non-Hodgkin's lymphoma stage II,Malignancy-Non-Hodgkin's lymphoma stage II,Narrow,,,
Malignancy,Non-Hodgkin's lymphoma stage III,Malignancy-Non-Hodgkin's lymphoma stage III,Narrow,,,
Malignancy,Non-Hodgkin's lymphoma stage IV,Malignancy-Non-Hodgkin's lymphoma stage IV,Narrow,,,
Malignancy,Non-Hodgkin's lymphoma transformed recurrent,Malignancy-Non-Hodgkin's lymphoma transformed recurrent,Narrow,,,
Malignancy,Non-Hodgkin's lymphoma unspecified histology aggressive,Malignancy-Non-Hodgkin's lymphoma unspecified histology aggressive,Narrow,,,
Malignancy,Non-Hodgkin's lymphoma unspecified histology aggressive recurrent,Malignancy-Non-Hodgkin's lymphoma unspecified histology aggressive recurrent,Narrow,,,
Malignancy,Non-Hodgkin's lymphoma unspecified histology aggressive refractory,Malignancy-Non-Hodgkin's lymphoma unspecified histology aggressive refractory,Narrow,,,
Malignancy,Non-Hodgkin's lymphoma unspecified histology aggressive stage I,Malignancy-Non-Hodgkin's lymphoma unspecified histology aggressive stage I,Narrow,,,
Malignancy,Non-Hodgkin's lymphoma unspecified histology aggressive stage II,Malignancy-Non-Hodgkin's lymphoma unspecified histology aggressive stage II,Narrow,,,
Malignancy,Non-Hodgkin's lymphoma unspecified histology aggressive stage III,Malignancy-Non-Hodgkin's lymphoma unspecified histology aggressive stage III,Narrow,,,
Malignancy,Non-Hodgkin's lymphoma unspecified histology aggressive stage IV,Malignancy-Non-Hodgkin's lymphoma unspecified histology aggressive stage IV,Narrow,,,
Malignancy,Non-Hodgkin's lymphoma unspecified histology indolent,Malignancy-Non-Hodgkin's lymphoma unspecified histology indolent,Narrow,,,
Malignancy,Non-Hodgkin's lymphoma unspecified histology indolent stage I,Malignancy-Non-Hodgkin's lymphoma unspecified histology indolent stage I,Narrow,,,
Malignancy,Non-Hodgkin's lymphoma unspecified histology indolent stage II,Malignancy-Non-Hodgkin's lymphoma unspecified histology indolent stage II,Narrow,,,
Malignancy,Non-Hodgkin's lymphoma unspecified histology indolent stage III,Malignancy-Non-Hodgkin's lymphoma unspecified histology indolent stage III,Narrow,,,
Malignancy,Non-Hodgkin's lymphoma unspecified histology indolent stage IV,Malignancy-Non-Hodgkin's lymphoma unspecified histology indolent stage IV,Narrow,,,
Malignancy,Nonkeratinising carcinoma of nasopharynx,Malignancy-Nonkeratinising carcinoma of nasopharynx,Narrow,,,
Malignancy,Non-renal cell carcinoma of kidney,Malignancy-Non-renal cell carcinoma of kidney,Narrow,,,
Malignancy,Non-small cell lung cancer,Malignancy-Non-small cell lung cancer,Narrow,,,
Malignancy,Non-small cell lung cancer metastatic,Malignancy-Non-small cell lung cancer metastatic,Narrow,,,
Malignancy,Non-small cell lung cancer recurrent,Malignancy-Non-small cell lung cancer recurrent,Narrow,,,
Malignancy,Non-small cell lung cancer stage 0,Malignancy-Non-small cell lung cancer stage 0,Narrow,,,
Malignancy,Non-small cell lung cancer stage I,Malignancy-Non-small cell lung cancer stage I,Narrow,,,
Malignancy,Non-small cell lung cancer stage II,Malignancy-Non-small cell lung cancer stage II,Narrow,,,
Malignancy,Non-small cell lung cancer stage III,Malignancy-Non-small cell lung cancer stage III,Narrow,,,
Malignancy,Non-small cell lung cancer stage IIIA,Malignancy-Non-small cell lung cancer stage IIIA,Narrow,,,
Malignancy,Non-small cell lung cancer stage IIIB,Malignancy-Non-small cell lung cancer stage IIIB,Narrow,,,
Malignancy,Non-small cell lung cancer stage IV,Malignancy-Non-small cell lung cancer stage IV,Narrow,,,
Malignancy,NUT midline carcinoma,Malignancy-NUT midline carcinoma,Narrow,,,
Malignancy,Ocular cancer metastatic,Malignancy-Ocular cancer metastatic,Narrow,,,
Malignancy,Ocular lymphoma,Malignancy-Ocular lymphoma,Narrow,,,
Malignancy,Oesophageal adenocarcinoma,Malignancy-Oesophageal adenocarcinoma,Narrow,,,
Malignancy,Oesophageal adenocarcinoma metastatic,Malignancy-Oesophageal adenocarcinoma metastatic,Narrow,,,
Malignancy,Oesophageal adenocarcinoma recurrent,Malignancy-Oesophageal adenocarcinoma recurrent,Narrow,,,
Malignancy,Oesophageal adenocarcinoma stage 0,Malignancy-Oesophageal adenocarcinoma stage 0,Narrow,,,
Malignancy,Oesophageal adenocarcinoma stage I,Malignancy-Oesophageal adenocarcinoma stage I,Narrow,,,
Malignancy,Oesophageal adenocarcinoma stage II,Malignancy-Oesophageal adenocarcinoma stage II,Narrow,,,
Malignancy,Oesophageal adenocarcinoma stage III,Malignancy-Oesophageal adenocarcinoma stage III,Narrow,,,
Malignancy,Oesophageal adenocarcinoma stage IV,Malignancy-Oesophageal adenocarcinoma stage IV,Narrow,,,
Malignancy,Oesophageal cancer metastatic,Malignancy-Oesophageal cancer metastatic,Narrow,,,
Malignancy,Oesophageal carcinoma,Malignancy-Oesophageal carcinoma,Narrow,,,
Malignancy,Oesophageal carcinoma recurrent,Malignancy-Oesophageal carcinoma recurrent,Narrow,,,
Malignancy,Oesophageal carcinoma stage 0,Malignancy-Oesophageal carcinoma stage 0,Narrow,,,
Malignancy,Oesophageal squamous cell carcinoma,Malignancy-Oesophageal squamous cell carcinoma,Narrow,,,
Malignancy,Oesophageal squamous cell carcinoma metastatic,Malignancy-Oesophageal squamous cell carcinoma metastatic,Narrow,,,
Malignancy,Oesophageal squamous cell carcinoma recurrent,Malignancy-Oesophageal squamous cell carcinoma recurrent,Narrow,,,
Malignancy,Oesophageal squamous cell carcinoma stage 0,Malignancy-Oesophageal squamous cell carcinoma stage 0,Narrow,,,
Malignancy,Oesophageal squamous cell carcinoma stage I,Malignancy-Oesophageal squamous cell carcinoma stage I,Narrow,,,
Malignancy,Oesophageal squamous cell carcinoma stage II,Malignancy-Oesophageal squamous cell carcinoma stage II,Narrow,,,
Malignancy,Oesophageal squamous cell carcinoma stage III,Malignancy-Oesophageal squamous cell carcinoma stage III,Narrow,,,
Malignancy,Oesophageal squamous cell carcinoma stage IV,Malignancy-Oesophageal squamous cell carcinoma stage IV,Narrow,,,
Malignancy,Oestrogen receptor positive breast cancer,Malignancy-Oestrogen receptor positive breast cancer,Narrow,,,
Malignancy,Oral cavity cancer metastatic,Malignancy-Oral cavity cancer metastatic,Narrow,,,
Malignancy,Oropharyngeal cancer,Malignancy-Oropharyngeal cancer,Narrow,,,
Malignancy,Oropharyngeal cancer recurrent,Malignancy-Oropharyngeal cancer recurrent,Narrow,,,
Malignancy,Oropharyngeal cancer stage 0,Malignancy-Oropharyngeal cancer stage 0,Narrow,,,
Malignancy,Oropharyngeal cancer stage I,Malignancy-Oropharyngeal cancer stage I,Narrow,,,
Malignancy,Oropharyngeal cancer stage II,Malignancy-Oropharyngeal cancer stage II,Narrow,,,
Malignancy,Oropharyngeal cancer stage III,Malignancy-Oropharyngeal cancer stage III,Narrow,,,
Malignancy,Oropharyngeal cancer stage IV,Malignancy-Oropharyngeal cancer stage IV,Narrow,,,
Malignancy,Oropharyngeal cancer stage unspecified,Malignancy-Oropharyngeal cancer stage unspecified,Narrow,,,
Malignancy,Oropharyngeal squamous cell carcinoma,Malignancy-Oropharyngeal squamous cell carcinoma,Narrow,,,
Malignancy,Osteosarcoma metastatic,Malignancy-Osteosarcoma metastatic,Narrow,,,
Malignancy,Otic cancer metastatic,Malignancy-Otic cancer metastatic,Narrow,,,
Malignancy,Ovarian cancer,Malignancy-Ovarian cancer,Narrow,,,
Malignancy,Ovarian cancer metastatic,Malignancy-Ovarian cancer metastatic,Narrow,,,
Malignancy,Ovarian cancer recurrent,Malignancy-Ovarian cancer recurrent,Narrow,,,
Malignancy,Ovarian cancer stage I,Malignancy-Ovarian cancer stage I,Narrow,,,
Malignancy,Ovarian cancer stage II,Malignancy-Ovarian cancer stage II,Narrow,,,
Malignancy,Ovarian cancer stage III,Malignancy-Ovarian cancer stage III,Narrow,,,
Malignancy,Ovarian cancer stage IV,Malignancy-Ovarian cancer stage IV,Narrow,,,
Malignancy,Ovarian clear cell carcinoma,Malignancy-Ovarian clear cell carcinoma,Narrow,,,
Malignancy,Ovarian embryonal carcinoma,Malignancy-Ovarian embryonal carcinoma,Narrow,,,
Malignancy,Ovarian endometrioid carcinoma,Malignancy-Ovarian endometrioid carcinoma,Narrow,,,
Malignancy,Ovarian epithelial cancer,Malignancy-Ovarian epithelial cancer,Narrow,,,
Malignancy,Ovarian epithelial cancer metastatic,Malignancy-Ovarian epithelial cancer metastatic,Narrow,,,
Malignancy,Ovarian epithelial cancer recurrent,Malignancy-Ovarian epithelial cancer recurrent,Narrow,,,
Malignancy,Ovarian epithelial cancer stage I,Malignancy-Ovarian epithelial cancer stage I,Narrow,,,
Malignancy,Ovarian epithelial cancer stage II,Malignancy-Ovarian epithelial cancer stage II,Narrow,,,
Malignancy,Ovarian epithelial cancer stage III,Malignancy-Ovarian epithelial cancer stage III,Narrow,,,
Malignancy,Ovarian epithelial cancer stage IV,Malignancy-Ovarian epithelial cancer stage IV,Narrow,,,
Malignancy,Ovarian germ cell cancer,Malignancy-Ovarian germ cell cancer,Narrow,,,
Malignancy,Ovarian germ cell cancer stage I,Malignancy-Ovarian germ cell cancer stage I,Narrow,,,
Malignancy,Ovarian germ cell cancer stage II,Malignancy-Ovarian germ cell cancer stage II,Narrow,,,
Malignancy,Ovarian germ cell cancer stage III,Malignancy-Ovarian germ cell cancer stage III,Narrow,,,
Malignancy,Ovarian germ cell cancer stage IV,Malignancy-Ovarian germ cell cancer stage IV,Narrow,,,
Malignancy,Ovarian germ cell choriocarcinoma,Malignancy-Ovarian germ cell choriocarcinoma,Narrow,,,
Malignancy,Ovarian germ cell choriocarcinoma stage I,Malignancy-Ovarian germ cell choriocarcinoma stage I,Narrow,,,
Malignancy,Ovarian germ cell choriocarcinoma stage II,Malignancy-Ovarian germ cell choriocarcinoma stage II,Narrow,,,
Malignancy,Ovarian germ cell choriocarcinoma stage III,Malignancy-Ovarian germ cell choriocarcinoma stage III,Narrow,,,
Malignancy,Ovarian germ cell choriocarcinoma stage IV,Malignancy-Ovarian germ cell choriocarcinoma stage IV,Narrow,,,
Malignancy,Ovarian germ cell embryonal carcinoma stage I,Malignancy-Ovarian germ cell embryonal carcinoma stage I,Narrow,,,
Malignancy,Ovarian germ cell embryonal carcinoma stage II,Malignancy-Ovarian germ cell embryonal carcinoma stage II,Narrow,,,
Malignancy,Ovarian germ cell embryonal carcinoma stage III,Malignancy-Ovarian germ cell embryonal carcinoma stage III,Narrow,,,
Malignancy,Ovarian germ cell embryonal carcinoma stage IV,Malignancy-Ovarian germ cell embryonal carcinoma stage IV,Narrow,,,
Malignancy,Ovarian germ cell endodermal sinus tumour,Malignancy-Ovarian germ cell endodermal sinus tumour,Narrow,,,
Malignancy,Ovarian germ cell endodermal sinus tumour stage I,Malignancy-Ovarian germ cell endodermal sinus tumour stage I,Narrow,,,
Malignancy,Ovarian germ cell endodermal sinus tumour stage II,Malignancy-Ovarian germ cell endodermal sinus tumour stage II,Narrow,,,
Malignancy,Ovarian germ cell endodermal sinus tumour stage III,Malignancy-Ovarian germ cell endodermal sinus tumour stage III,Narrow,,,
Malignancy,Ovarian germ cell endodermal sinus tumour stage IV,Malignancy-Ovarian germ cell endodermal sinus tumour stage IV,Narrow,,,
Malignancy,Ovarian germ cell tumour,Malignancy-Ovarian germ cell tumour,Narrow,,,
Malignancy,Ovarian germ cell tumour mixed,Malignancy-Ovarian germ cell tumour mixed,Narrow,,,
Malignancy,Ovarian granulosa cell tumour,Malignancy-Ovarian granulosa cell tumour,Narrow,,,
Malignancy,Ovarian granulosa-theca cell tumour,Malignancy-Ovarian granulosa-theca cell tumour,Narrow,,,
Malignancy,Ovarian melanoma,Malignancy-Ovarian melanoma,Narrow,,,
Malignancy,Ovarian Sertoli-Leydig cell tumour,Malignancy-Ovarian Sertoli-Leydig cell tumour,Narrow,,,
Malignancy,Ovarian stromal cancer,Malignancy-Ovarian stromal cancer,Narrow,,,
Malignancy,Ovarian theca cell tumour,Malignancy-Ovarian theca cell tumour,Narrow,,,
Malignancy,Paget's disease of nipple,Malignancy-Paget's disease of nipple,Narrow,,,
Malignancy,Pancoast's tumour,Malignancy-Pancoast's tumour,Narrow,,,
Malignancy,Pancreatic carcinoma,Malignancy-Pancreatic carcinoma,Narrow,,,
Malignancy,Pancreatic carcinoma metastatic,Malignancy-Pancreatic carcinoma metastatic,Narrow,,,
Malignancy,Pancreatic carcinoma recurrent,Malignancy-Pancreatic carcinoma recurrent,Narrow,,,
Malignancy,Pancreatic carcinoma stage 0,Malignancy-Pancreatic carcinoma stage 0,Narrow,,,
Malignancy,Pancreatic carcinoma stage I,Malignancy-Pancreatic carcinoma stage I,Narrow,,,
Malignancy,Pancreatic carcinoma stage II,Malignancy-Pancreatic carcinoma stage II,Narrow,,,
Malignancy,Pancreatic carcinoma stage III,Malignancy-Pancreatic carcinoma stage III,Narrow,,,
Malignancy,Pancreatic carcinoma stage IV,Malignancy-Pancreatic carcinoma stage IV,Narrow,,,
Malignancy,Pancreatic neuroendocrine tumour,Malignancy-Pancreatic neuroendocrine tumour,Narrow,,,
Malignancy,Pancreatic neuroendocrine tumour metastatic,Malignancy-Pancreatic neuroendocrine tumour metastatic,Narrow,,,
Malignancy,Papillary cystadenoma lymphomatosum,Malignancy-Papillary cystadenoma lymphomatosum,Narrow,,,
Malignancy,Papillary renal cell carcinoma,Malignancy-Papillary renal cell carcinoma,Narrow,,,
Malignancy,Papillary serous endometrial carcinoma,Malignancy-Papillary serous endometrial carcinoma,Narrow,,,
Malignancy,Papillary thyroid cancer,Malignancy-Papillary thyroid cancer,Narrow,,,
Malignancy,Paracancerous pneumonia,Malignancy-Paracancerous pneumonia,Narrow,,,
Malignancy,Paraganglion neoplasm malignant,Malignancy-Paraganglion neoplasm malignant,Narrow,,,
Malignancy,Paranasal sinus and nasal cavity malignant neoplasm,Malignancy-Paranasal sinus and nasal cavity malignant neoplasm,Narrow,,,
Malignancy,Paranasal sinus and nasal cavity malignant neoplasm recurrent,Malignancy-Paranasal sinus and nasal cavity malignant neoplasm recurrent,Narrow,,,
Malignancy,Paranasal sinus and nasal cavity malignant neoplasm stage 0,Malignancy-Paranasal sinus and nasal cavity malignant neoplasm stage 0,Narrow,,,
Malignancy,Paranasal sinus and nasal cavity malignant neoplasm stage I,Malignancy-Paranasal sinus and nasal cavity malignant neoplasm stage I,Narrow,,,
Malignancy,Paranasal sinus and nasal cavity malignant neoplasm stage II,Malignancy-Paranasal sinus and nasal cavity malignant neoplasm stage II,Narrow,,,
Malignancy,Paranasal sinus and nasal cavity malignant neoplasm stage III,Malignancy-Paranasal sinus and nasal cavity malignant neoplasm stage III,Narrow,,,
Malignancy,Paranasal sinus and nasal cavity malignant neoplasm stage IV,Malignancy-Paranasal sinus and nasal cavity malignant neoplasm stage IV,Narrow,,,
Malignancy,Paraneoplastic arthritis,Malignancy-Paraneoplastic arthritis,Narrow,,,
Malignancy,Paraneoplastic dermatomyositis,Malignancy-Paraneoplastic dermatomyositis,Narrow,,,
Malignancy,Paraneoplastic dermatosis,Malignancy-Paraneoplastic dermatosis,Narrow,,,
Malignancy,Paraneoplastic encephalomyelitis,Malignancy-Paraneoplastic encephalomyelitis,Narrow,,,
Malignancy,Paraneoplastic glomerulonephritis,Malignancy-Paraneoplastic glomerulonephritis,Narrow,,,
Malignancy,Paraneoplastic hypoglycaemia,Malignancy-Paraneoplastic hypoglycaemia,Narrow,,,
Malignancy,Paraneoplastic myelopathy,Malignancy-Paraneoplastic myelopathy,Narrow,,,
Malignancy,Paraneoplastic nephrotic syndrome,Malignancy-Paraneoplastic nephrotic syndrome,Narrow,,,
Malignancy,Paraneoplastic neurological syndrome,Malignancy-Paraneoplastic neurological syndrome,Narrow,,,
Malignancy,Paraneoplastic pemphigus,Malignancy-Paraneoplastic pemphigus,Narrow,,,
Malignancy,Paraneoplastic pleural effusion,Malignancy-Paraneoplastic pleural effusion,Narrow,,,
Malignancy,Paraneoplastic rash,Malignancy-Paraneoplastic rash,Narrow,,,
Malignancy,Paraneoplastic retinopathy,Malignancy-Paraneoplastic retinopathy,Narrow,,,
Malignancy,Paraneoplastic syndrome,Malignancy-Paraneoplastic syndrome,Narrow,,,
Malignancy,Paraneoplastic thrombosis,Malignancy-Paraneoplastic thrombosis,Narrow,,,
Malignancy,Parathyroid tumour malignant,Malignancy-Parathyroid tumour malignant,Narrow,,,
Malignancy,Penile cancer,Malignancy-Penile cancer,Narrow,,,
Malignancy,Penile squamous cell carcinoma,Malignancy-Penile squamous cell carcinoma,Narrow,,,
Malignancy,Penis carcinoma,Malignancy-Penis carcinoma,Narrow,,,
Malignancy,Penis carcinoma metastatic,Malignancy-Penis carcinoma metastatic,Narrow,,,
Malignancy,Penis carcinoma recurrent,Malignancy-Penis carcinoma recurrent,Narrow,,,
Malignancy,Penis carcinoma stage I,Malignancy-Penis carcinoma stage I,Narrow,,,
Malignancy,Penis carcinoma stage II,Malignancy-Penis carcinoma stage II,Narrow,,,
Malignancy,Penis carcinoma stage III,Malignancy-Penis carcinoma stage III,Narrow,,,
Malignancy,Penis carcinoma stage IV,Malignancy-Penis carcinoma stage IV,Narrow,,,
Malignancy,Pericardial effusion malignant,Malignancy-Pericardial effusion malignant,Narrow,,,
Malignancy,Pericardial mesothelioma malignant,Malignancy-Pericardial mesothelioma malignant,Narrow,,,
Malignancy,Pericardial mesothelioma malignant recurrent,Malignancy-Pericardial mesothelioma malignant recurrent,Narrow,,,
Malignancy,Pericarditis malignant,Malignancy-Pericarditis malignant,Narrow,,,
Malignancy,Peripheral primitive neuroectodermal bone tumour,Malignancy-Peripheral primitive neuroectodermal bone tumour,Narrow,,,
